STATION CODE,LOCATIONS,STATE,D.O. (mg/l),PH,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),WQI
1156,PAMBA AT CHENGANNUR,KERALA,6.6,6.8,0.9,0.56,448.0,53.1554231884058
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,5.0,7.6,16.3,6.1,11167.0,453.3268211594203
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,7.0,7.2,0.6,0.46,2117.0,92.97710202898551
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,6.7,7.5,1.4,1.0,161.0,62.86160289855073
2286,R AYROOR AT AYROOR BRIDGE,KERALA,5.4,6.6,0.9,0.26,240.0,51.05852666666666
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,5.4,7.16,2.09,0.0125,404.0,74.59758266666665
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,7.0,6.728888888888889,1.4,0.61,0.61,44.37584414009663
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,4.7,7.2,13.6,15.0,13444.0,474.6959686956522
1703,"GHAGGAR AT MOONAK, PUNJAB",PUNJAB,5.3,7.5,18.3,15.8,27000.0,828.1471936231885
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,6.8,7.5,2.5,0.1,582.0,82.08439594202899
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,4.9,7.7,3.6,1.9942857142857144,13950.0,406.6015566873706
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,4.1,7.57,7.08,0.3,1035.0,152.88749643478263
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,7.5,5.7,1.5,2.21,10.0,25.34586057971015
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,7.0,7.3,1.0,0.4266666666666667,12.0,50.96107758454107
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR, KERALA",KERALA,7.2,7.1,0.6,0.15,298.0,49.412414782608685
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,6.8,7.1,1.3,0.11,8.0,51.02650927536232
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,6.8,7.43,4.25,1.23,1175.0,109.45627260869566
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,6.8,6.9,1.1,0.24,349.0,53.76078260869566
2334,RIVER PERIYAR AT PATHALAM,KERALA,6.8,6.7,1.3,0.28,358.0,52.191615942029
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",TAMIL NADU,7.6,6.6,2.0,1.8,90.0,46.68920695652174
18,PERIYAR AT KALADY,KERALA,7.5,7.2,1.1,0.27,282.0,53.88549391304348
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,6.8,6.7,2.14,0.19,263.0,57.219415942029
42,"KALLADA AT PERUMTHOTTA MKADAVU, PUNALOOR",KERALA,7.2,7.0,0.6,0.26,285.0,47.36462144927536
18,"PERIYAR AT KALADY, KERALA",KERALA,7.3,7.0,1.0,0.27,234.0,49.38368782608696
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN,4.2,8.52,1.26,0.16,28.0,88.5356568115942
1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,7.85,7.13,6.68,3.35,345.0,102.01553623188404
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,6.9,6.8,2.4,0.1,222.0,59.84010898550724
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,7.2,7.4,0.7,0.18,5.0,48.94339478260871
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,6.0,7.8,5.43,0.3,166.0,107.32645826086956
2427,Vansdhara GUNUPUR (INTERSTATE BOUNDRY),ODISHA,7.4,8.1,1.7,0.5,505.0,80.27458753623186
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,5.3,7.37,2.55,0.2,526.0,85.53409762318842
1717,"KODRA DAM, MOUNT ABU",RAJASTHAN,5.9,7.3,1.5,0.36,4.0,60.5224452173913
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,7.1,7.2,0.8,0.31,67.0,48.208895072463775
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH,7.7,7.4,1.2,0.37,9.0,51.08061333333334
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,4.9,6.6,2.1,0.76,250.0,64.22892811594201
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,GOA,6.3,6.6,1.8,0.36,8.0,49.17887739130435
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,6.9,6.628,1.2,0.34,0.34,41.38803098550725
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,7.2,6.8,2.1,0.1,5778.0,180.72422811594203
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,7.7,8.1,1.83,1.01,1950.0,112.45260666666668
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMIL NADU,7.3,6.6,1.27,0.17,73.0,41.10295449275362
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,5.5,6.9,1.3,0.09,4100.0,146.64667304347827
1384,"MANIMALA AT THONDRA, KERALA",KERALA,7.0,6.6,1.5,0.49,500.0,54.24306202898551
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,6.8,7.6,3.3,4.22,4.0,78.29396927536231
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,7.0,7.7,3.4,0.42,179.0,82.91662869565218
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETRO CHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,7.1,7.9,3.3,0.42,65.0,82.45344173913044
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,6.8,6.5,1.1,0.42,8.0,38.85332260869566
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,7.7,7.4,1.4,0.64,378.0,61.25829333333334
1341,PAMBA AT THAKAZHY,KERALA,6.5,6.5,1.0,1.62,420.0,48.81036347826088
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,5.9,6.7,1.7,0.5,74.0,53.494591884057975
1865,RIVER DHADHAR AT KOTHWADA,GUJARAT,5.7,7.6,4.2,0.4,5.0,90.7688724637681
1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,6.2,7.7,3.5,0.2,532.0,95.49333101449275
1442,"VAMANAPURAM, KERALA",KERALA,6.7,6.7,1.3,0.5,1655.0,81.62423623188407
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,1.9,7.0,34.2,17.9,48278.0,1451.6513701449276
1565,PAMBA DOWN,KERALA,4.5,7.2,1.0,1.04,279.0,67.32890927536232
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,6.6,6.4,2.5,0.2,13.0,50.5413631884058
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,5.5,7.3,10.0,5.0,2020.0,184.0459397101449
1569,"KUPPAM THALIPARAMBA, KERALA",KERALA,6.2,6.6,1.0,0.93,233.0,51.11184434782608
2696,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,7.1,7.9,3.2,0.45,74.0,81.77944173913046
2285,R MAMOM AT MAMOM BRIDGE,KERALA,6.4,6.7,0.7,0.34,343.0,48.44044376811594
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR",RAJASTHAN,5.0,7.3,2.8,0.14,4.0,76.37185449275361
1342,ACHENKOIL AT THUMPAMON,KERALA,6.6,6.9,0.9,0.37,319.0,51.96364985507247
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,7.6,6.78,1.3,0.17,133.0,45.08979962318841
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,5.4,7.3,2.67,0.08,285.0,79.55330666666667
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,6.7,7.2,1.4,0.1,18.0,54.30514289855073
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,7.6,7.3,0.95,0.03,240.0,52.69822695652174
1330,TAMBIRAPARANI AT ARUMUGANERI,TAMILNADU,7.4,7.0,15.6,0.15,76.0,175.1459608695652
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM",ANDHRA PRADESH,6.1,7.5,0.5,0.34,4.0,54.54702463768116
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,4.9,7.7,27.5,7.7,42500.0,1258.4840014492754
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,5.2,6.8,0.6,0.7,171.0,50.9979672463768
1246,DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT,6.5,7.5,16.4,0.4,15.0,197.91595681159416
1455,RUSHIKULYA AT GANJAM U/S,ORISSA,8.0,8.3,1.4,0.73,1618.0,103.56897246376812
1475,ZUARI AT PANCHAWADI,GOA,5.18,6.95,1.5,0.7,75.0,59.62060463768116
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,7.1,7.4,1.0,0.14,1527.0,100.3271684057971
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",GOA,7.0,6.8,1.6,0.66,965.0,69.29200869565217
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",MAHARASHTRA,6.6,7.7,3.6,0.65,25.0,83.1950631884058
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMIL NADU,6.8,7.12,1.72,0.2,62.0,56.32565527536233
1566,"THIRURANGADY, KERALA",KERALA,6.43,6.67,0.6,0.29,440.0,48.93029701449275
2285,R MAMOM AT MAMOM BRIDGE,KERALA,6.8,7.1,0.8,0.0,389.0,55.23606260869565
2288,R PALLICKAL AT NELLIMUKAL,KERALA,6.4,6.8,0.5,0.42,175.0,44.46131043478261
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,7.3,7.3,2.0,2.66,21.0,58.812234492753625
1565,"PAMBA DOWN, KERALA",KERALA,6.1,6.7,1.4,0.55,825.0,66.70092463768115
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,5.9,7.4,5.1,1.2,34.0,94.89874521739132
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,8.3,7.6,1.0,0.49,9.0,49.90595159420289
1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",PUNJAB,4.13,7.63,20.33,1.67,38700.0,1121.1720970144927
2284,R NEYYAR AT ARUVIPURAM,KERALA,7.4,6.7,0.7,0.51,281.0,42.14398086956522
1865,DHADAR AT KOTHADA,GUJARAT,7.6,7.7,10.0,0.34,23.0,135.19452028985506
1461,"BHATSA AT D/S OF PISE DAM NR PISE VILL (ULHAS), MAHARASHTRA",MAHARASHTRA,7.1,7.7,4.4,0.32,35.539,88.05849030579712
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,7.4,7.2,1.1,0.3,327.0,55.258760869565215
1571,"KAKKADAVU,  KERALA",KERALA,7.1,7.021000000000001,0.3,0.41,0.41,39.37385340579712
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,6.4,7.7,2.3,0.1,814.0,99.92420376811592
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI. ",MAHARASHTRA,6.7,7.8,2.5,0.77,2.0,74.21209623188406
1148,"AMBIKA AT BILIMORA, ",GUJARAT,6.2,7.8,2.7,0.26,2880.0,145.03511101449274
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,6.6,8.0,1.1,0.54,517.0,77.30935652173913
1567,"KUTTIYADY ESTATE, KERALA",KERALA,6.9,6.8180000000000005,0.5,0.16,0.16,38.367504985507246
1567,"KUTTIYADY ESTATE, KERALA",KERALA,6.9,6.4,0.5,0.2,83.0,32.98158231884058
1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,7.5,7.2,1.1,0.1,76.0,49.20144724637682
2689,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,6.9,7.7,2.9,0.55,135.0,77.99746898550725
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,MAHARASHTRA,6.7,7.3,2.9,0.59,100.0,71.23309623188406
1570,"R NEELESWARAM AT HOSDURG, KERALA",KERALA,6.4,6.9,1.0,0.27,40.0,51.62477043478261
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,6.4,7.8,4.1,0.5,458.0,99.95155710144928
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,1.7,6.2,3.0,0.45,672.0,90.15419739130436
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMILNADU,6.8,6.6,2.9,0.1,11.0,56.52739594202898
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,7.0,7.3,1.0,0.67,49.0,51.94442202898552
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,6.1,8.1,3.2,0.3,4300.0,191.8577113043478
2306,R UPPALA AT  UPPALA BR.,KERALA,5.7,7.2,1.4,0.09,1845.0,104.2772791304348
2304,R MOGRAL AT MOGRAL BR.,KERALA,5.6,7.1,0.6,0.58,433.0,64.62633942028987
1151,PATALGANGA AT SHILPHATA,MAHARASHTRA,6.8,7.5,3.0,0.6,124.0,75.65192260869566
18,"PERIYAR AT KALADY, KERALA",KERALA,7.4,6.68,1.16,0.2,125.0,42.20995353623187
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,6.0,7.2,0.8,0.4,4.0,52.08583159420291
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,7.0,7.0,1.1,0.43,768.0,63.71144202898552
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,4.1,7.5,23.0,6.1,35000.0,1049.830363768116
1565,"PAMBA DOWN, KERALA",KERALA,5.1,6.2,1.1,0.4,1275.0,70.22579420289856
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMIL NADU,6.8,7.2,2.1,0.32,213.0,64.59314927536232
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMIL NADU,7.15,6.56,1.1,0.25,22.0,38.50039159420289
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,6.7,7.6,1.5,0.56,1460.0,94.76717623188408
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,6.3,7.58,6.7,1.58,1640.0,146.89958005797104
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,7.1,7.8,0.7,0.5,2.0,56.6506684057971
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,7.4,7.3,1.8,2.5,25.0,56.63253420289855
2424,BUDHABALANGA AT BALASORE D/S,ODISHA,7.5,7.8,2.1,0.7,38700.0,933.877407246377
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,5.1,7.45,9.88,1.81,7.0,142.50895020289855
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,4.8,6.8,1.1,0.1,730.0,69.81525507246378
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",GOA,6.9,6.6,1.9,0.83,17.0,47.45688231884057
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,7.7,7.2,1.6,2.0,19.0,51.48768666666666
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,7.2,7.7,3.3,1.0,35.0,77.88800811594204
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,5.5,7.4,7.7,1.1,44.0,121.34723971014492
1342,ACHENKOIL AT THUMPAMON,KERALA,7.1,6.9,0.5,0.25,278.0,45.09951507246377
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,5.6,7.5,2.0,0.08,7022.0,227.8359927536232
1705,GHAGGAR AT U/S SARDULGARH,PUNJAB,5.2,7.4,20.5,6.18,14750.0,566.9739339130435
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,5.1,7.3,10.3,1.8,31.0,143.85316086956522
1570,"NEELASHWER HOSDURG, KERALA",KERALA,5.2,7.1,1.0,0.13,518.0,71.5351272463768
2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,7.2,7.7,3.1,0.8,3.25,75.43124644927538
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,6.5,6.4,1.6,0.13,8.0,43.02021681159421
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,7.8,7.2,1.9,0.56,263.0,58.98779971014493
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,6.6,7.3,0.6,0.39,228.0,54.30429652173913
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,6.2,7.2,2.5,4.11,6.0,69.66976434782607
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,6.33,7.28,5.4,7.19,15.0,93.7298779710145
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,6.2,7.0,2.4,5.1,36.0,63.04450434782608
3374,WAH BLEI,MEGHALAYA,7.7,7.2,1.6,3.0,15.0,51.51566
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,8.0,7.0,1.7,1.6,1600.0,82.82589246376811
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,6.2,7.9,1.58,0.62,1076.2222222222222,93.94042212560386
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,6.6,7.9,4.4,0.8,425.0,102.72540318840582
1547,RIVER TALPONA AT CANACONA,GOA,7.0,6.5,0.9,0.22,7.0,36.08118202898552
2687,"PATALGANGA AT KHALAPUR PUMPING STATION, RAIGAD",MAHARASHTRA,6.5,7.3,3.8,0.79,108.0,80.37305681159418
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",KERALA,6.5,7.3,1.6,0.55,226.0,63.53059681159421
2287,R ITHIKKARA AT ITHIKKARA,KERALA,6.1,7.4,2.0,1.6,243.0,72.18100463768114
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT., MEGHALAYA",MEGHALAYA,6.1,3.1,5.5,2.73,32.0,23.052331304347817
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,7.3,7.2,0.8,0.95,525.0,57.609654492753634
2295,R CORAPUZHA AT KANAYANKODE,KERALA,6.1,7.5,1.4,0.25,920.0,86.01370463768116
1339,MEENACHIL AT KIDANGOOR,KERALA,7.2,6.5,0.9,0.46,1225.0,62.42142811594204
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,6.1,7.58,14.25,2.42,4875.0,291.2620779710145
1571,"KAKKADAVU,  KERALA",KERALA,7.1,6.98,0.55,0.15,123.0,43.46264773913044
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,6.5,7.34,5.12,0.82,11.0,90.6043068115942
2303,R PULLUR AT PULLUR BR.,KERALA,6.2,6.6,0.7,0.21,715.0,55.85644434782608
3370,"KYNSHI  AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,7.7,7.1,1.4,2.89,9.0,47.853413333333336
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,6.4,6.7,1.0,0.75,443.0,53.23383043478261
1442,"VAMANAPURAM, KERALA",KERALA,6.8,6.8,0.7,0.61,1100.0,65.03173194202898
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",TAMILNADU,7.0,7.7,2.2,0.08,53.0,69.42229536231886
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,6.7,7.31,3.86,0.26,9.0,77.84588623188405
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMIL NADU,7.5,6.7,1.3,0.1,100.0,42.75602724637682
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,7.3,6.9,2.2,2.0,25.0,53.653774492753634
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,6.4,6.7,1.4,0.145,19.0,47.18584376811594
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,6.5,7.33,4.4,0.33,13.0,84.04465947826088
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,8.0,8.31,4.4,0.66,14.0,93.9660391304348
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,6.0,5.9,1.8,0.31,10.0,38.563651594202895
1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,6.6,7.8,1.6,0.0125,268.0,72.56814318840578
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,4.5,6.6,30.3,4.1,21000.0,784.0938292753623
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,7.7,7.7440000000000015,5.2,0.39,0.39,92.23975500000005
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,5.5,7.1,1.5,0.09,3293.0,132.98319304347825
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",TAMIL NADU,6.9,7.2,1.9,0.49,60.0,58.81922898550724
2295,CORAPUZHA AT KANAYANKODE,KERALA,5.3,7.2,0.9,0.26,1600.0,94.29697362318842
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,6.7,7.4,0.8,0.6,1411.0,86.90906956521741
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),GOA,5.6,7.5,1.8,0.1,3205.0,139.93293942028987
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,4.9,7.6,19.6,1.8,328.0,238.3980347826087
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,7.2,7.1,2.1,2.4,56.0,57.46633478260869
1565,"PAMBA DOWN, KERALA",KERALA,6.7,6.6,0.9,1.35,428.0,48.83350956521738
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,5.7,7.4,6.3,1.47,400.0,115.1591391304348
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,7.2,8.2,1.7,1.7,2600.0,130.13650144927533
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,5.8,6.2,0.6,0.3,975.0,55.70413217391307
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,6.3,6.9,1.2,0.3,381.0,57.46289739130435
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,5.3,7.2,13.3,5.9,3167.0,238.36311362318844
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA",MAHARASHTRA,7.7,7.565555555555556,5.7,0.99,0.99,93.65007544444444
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,3.9,7.1,17.0,10.5,13174.0,500.930024347826
1565,"PAMBA DOWN, KERALA",KERALA,6.47,6.6,1.03,0.66,2100.0,88.42214956521738
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,7.1,7.4,38.0,1.0,388.0,389.39839507246376
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,5.4,7.5,7.4,1.5,59.0,120.46908
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,6.8,6.9,1.4,0.25,236.0,54.064495942029
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",GOA,7.7,6.55,2.24,1.14,13.0,45.686296
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA,6.4,7.6,3.2,0.96,62.0,79.73137043478259
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,6.9,7.9,3.5,0.75,41.0,84.68773565217391
1475,ZUARI AT PANCHAWADI,GOA,6.1,6.8,1.3,0.17,1300.0,78.6040979710145
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,7.2,6.9,1.3,0.1,1009.0,68.12582811594204
2305,R SHRIYA AT ANGADIMOGARU,KERALA,7.7,6.9,1.6,0.0,88.0,47.7023
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,6.9,7.031111111111112,2.2,2.556666666666666,1979.0,101.42127942995172
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,6.7,6.2,0.6,1.0,425.0,39.181702898550725
2706,"SURYA U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,7.1,7.7,3.1,0.53,41.0,76.7014684057971
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,6.4,6.9,2.6,3.88,227.0,66.30102376811594
1563,"AMARAVILA, KERALA",KERALA,6.23,6.9,0.87,1.27,1300.0,75.6153655942029
2326,R KORAYAR AT KANJIKODE,KERALA,6.2,7.6,0.4,0.28,613.0,68.36357768115943
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,2.783333333333333,7.2,46.0,0.2,80.0,469.69170869565215
1563,AMARAVILA,KERALA,7.0,6.9,0.7,0.45,465.0,51.561228695652176
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMIL NADU,4.32,7.04,2.08,0.25,25.0,69.2864524637681
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,5.5,7.4,1.5,0.1,4698.0,169.79564637681162
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,6.4,6.7,2.2,0.12,820.0,72.7715704347826
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMILNADU,6.7,6.9,2.2,0.2,12.0,56.08941623188407
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,6.7,7.5,2.5,1.47,4.0,69.4064295652174
